Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Provider,Category,Population,Fast Food Density
75626,Riverdale Shell Express Inc,35.0201,-89.8306,"6975 E Shelby Drive, Memphis, TN, 38125",6975 E Shelby Drive,Memphis,TN,38125,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69551,Hilltop Express,35.3663,-89.9234,"4190 W Union Rd, Millington, TN, 38053",4190 W Union Rd,Millington,TN,38053,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
72213,Turner Station Market,36.6102,-86.2703,"3801 Old Hwy 31 E, Westmoreland, TN, 37186",3801 Old Hwy 31 E,Westmoreland,TN,37186,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
70631,Highland Food Mart,35.1492,-89.9447,"3487 Summer Ave, Memphis, TN, 38122",3487 Summer Ave,Memphis,TN,38122,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
54734,Sudden Service #0057,36.381,-86.4658,"698 Nashville Pike, Gallatin, TN, 37066",698 Nashville Pike,Gallatin,TN,37066,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
63210,Drakewood Market,36.5784,-86.479,"900 Highway 52 E, Portland, TN, 37148",900 Highway 52 E,Portland,TN,37148,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
70651,I Gas,35.1584,-90.0108,"1414 Jackson Ave, Memphis, TN, 38107",1414 Jackson Ave,Memphis,TN,38107,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
75373,Delaware North,36.159949,-86.77857,"501 Broadway, Nashville, TN, 37203",501 Broadway,Nashville,TN,37203,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
70624,Fill N Save #4,35.0536,-90.0193,"1341 Winchester Rd, Memphis, TN, 38116",1341 Winchester Rd,Memphis,TN,38116,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
65078,Cooks Star Market,36.1264,-86.521,"3251 S Mount Juliet Rd, Mount Juliet, TN, 37122",3251 S Mount Juliet Rd,Mount Juliet,TN,37122,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
61846,Sams Discount,35.0356,-90.0984,"4136 Weaver Rd, Memphis, TN, 38109",4136 Weaver Rd,Memphis,TN,38109,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70724,Sd Mart,35.310348,-85.115603,"1108 Lee Pike, Soddy Daisy, TN, 37379",1108 Lee Pike,Soddy Daisy,TN,37379,Hamilton,Hunt Brothers Pizza,Food Chains,369135.0,0.00093732645238192
54644,Weiss Market,36.1757,-86.7575,"826 Main Street, Nashville, TN, 37206",826 Main Street,Nashville,TN,37206,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
69542,Fill-N-Save *2,35.2135,-90.0032,"3218 N Watkins Street, Memphis, TN, 38127",3218 N Watkins Street,Memphis,TN,38127,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70646,Buntyn Food Market,35.1197,-89.9714,"458 Buntyn St, Memphis, TN, 38111",458 Buntyn St,Memphis,TN,38111,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
54709,Community Market,36.205,-86.764,"336 East Trinity Lane, Nashville, TN, 37207",336 East Trinity Lane,Nashville,TN,37207,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
86673,Tiger Mart,35.2614,-89.7834,"8374 Old Brownsville Road, Brunswick, TN, 38014",8374 Old Brownsville Road,Brunswick,TN,38014,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
63867,Zips 4,36.2252,-86.2908,"1137 Castle Height Ave, Lebanon, TN, 37087",1137 Castle Height Ave,Lebanon,TN,37087,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
54719,Little General #72,36.2775,-86.798,"500 Hickory Hills Blvd, Whites Creek, TN, 37189",500 Hickory Hills Blvd,Whites Creek,TN,37189,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
70610,Lion Market,35.175,-89.9826,"2230 Chelsea Avenue, Memphis, TN, 38108",2230 Chelsea Avenue,Memphis,TN,38108,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
60520,Raleigh Quick Stop # 2,35.2433,-89.9452,"3546 Ridgemont Road, Memphis, TN, 38128",3546 Ridgemont Road,Memphis,TN,38128,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69536,Om Foodmart,35.338,-89.8516,"6347 Navy Rd, Millington, TN, 38053",6347 Navy Rd,Millington,TN,38053,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69540,Raleigh C Store,35.2901,-89.9197,"6020 Raleigh Millington Road, Millington, TN, 38053",6020 Raleigh Millington Road,Millington,TN,38053,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70719,Country Mart (Sale Creek),35.381168,-85.093971,"1600 Mayflower Road, Sale Creek, TN, 37373",1600 Mayflower Road,Sale Creek,TN,37373,Hamilton,Hunt Brothers Pizza,Food Chains,369135.0,0.00093732645238192
69653,H And N Market,35.0215,-89.9967,"2006 E Shelby Drive, Memphis, TN, 38116",2006 E Shelby Drive,Memphis,TN,38116,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
66830,Bethesda Discount Market,35.761,-86.7932,"4965 Bethesda Duplex Road, College Grove, TN, 37046",4965 Bethesda Duplex Road,College Grove,TN,37046,Williamson,Hunt Brothers Pizza,Food Chains,255735.0,0.0009345611668328544
73097,D & D Events Inc,36.1674,-86.7821,"417 4th Ave North, Nashville, TN, 37201",417 4th Ave North,Nashville,TN,37201,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
63211,Quike Stop,36.4072,-86.6873,"1490 Louisville Highway, Goodlettsville, TN, 37072",1490 Louisville Highway,Goodlettsville,TN,37072,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
54694,Raceway 960,36.1437,-86.6685,"577 Donelson Pike, Nashville, TN, 37214",577 Donelson Pike,Nashville,TN,37214,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
77572,Pride Mart 3,35.1197,-89.9847,"943 E Parkway South, Memphis, TN, 38104",943 E Parkway South,Memphis,TN,38104,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
85323,Just Jump Trampoline Park,36.589587,-82.265941,"315 Bristol West Blvd, Bristol, TN, 37620",315 Bristol West Blvd,Bristol,TN,37620,Sullivan,Hunt Brothers Pizza,Food Chains,159265.0,0.0009606630458669514
69643,Shop N Go,35.0264,-90.0073,"4480 Millbranch Road, Memphis, TN, 38116",4480 Millbranch Road,Memphis,TN,38116,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
54718,Kwik Sak 628,36.2182,-86.8388,"4160 Clarksville Pike, Nashville, TN, 37218",4160 Clarksville Pike,Nashville,TN,37218,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
79532,Baker's Market,36.374,-86.7463,"1604 Springfield Highway, Goodlettsville, TN, 37072",1604 Springfield Highway,Goodlettsville,TN,37072,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
54647,Stop N Buy *1,36.2864,-86.611,"240 Sanders Ferry Road, Hendersonville, TN, 37075",240 Sanders Ferry Road,Hendersonville,TN,37075,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
65089,Meadows Corner,35.8731,-86.4829,"4205 Manson Pike, Murfreesboro, TN, 37129",4205 Manson Pike,Murfreesboro,TN,37129,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
54752,Dickerson Road Citgo,36.229,-86.7619,"3056 Dickerson Rd, Nashville, TN, 37207",3056 Dickerson Rd,Nashville,TN,37207,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
70597,Firestone Grocery & Deli,35.1746,-90.0234,"1004 Firestone Blvd, Memphis, TN, 38107",1004 Firestone Blvd,Memphis,TN,38107,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
64846,Sudden Service #0067,36.5795,-87.2625,"990 Alfred Thun Rd, Clarksville, TN, 37040",990 Alfred Thun Rd,Clarksville,TN,37040,Montgomery,Hunt Brothers Pizza,Food Chains,227900.0,0.0007591048705572619
54756,Ashby's Speedway Market & Deli,36.3818,-87.4198,"948 Highway 13, Cunningham, TN, 37052",948 Highway 13,Cunningham,TN,37052,Montgomery,Hunt Brothers Pizza,Food Chains,227900.0,0.0007591048705572619
72226,Mgm Market,36.3592,-86.4411,"1303 S Water Ave, Gallatin, TN, 37066",1303 S Water Ave,Gallatin,TN,37066,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
86157,Cooksey's Market,36.2356,-86.1853,"4721 Carthage Highway, Lebanon, TN, 37087",4721 Carthage Highway,Lebanon,TN,37087,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
69548,Range Line Discount,35.2202,-89.9758,"3467 Range Line Rd, Memphis, TN, 38127",3467 Range Line Rd,Memphis,TN,38127,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
79554,Quick Stop #34,36.590781,-82.279719,"1740 Highway 11 W, Bristol, TN, 37620",1740 Highway 11 W,Bristol,TN,37620,Sullivan,Hunt Brothers Pizza,Food Chains,159265.0,0.0009606630458669514
29437,M Market,36.1109,-86.7426,"234 Thompson Lane, Nashville, TN, 37211",234 Thompson Lane,Nashville,TN,37211,Davidson,Hunt Brothers Pizza,Food Chains,703953.0,0.000869376222560313
72222,The General Store,36.571,-86.3782,"2708 Highway 52 E, Bethpage, TN, 37022",2708 Highway 52 E,Bethpage,TN,37022,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
72212,Homerun Market,36.2917,-86.4437,"7790 Highway 109 North, Lebanon, TN, 37087",7790 Highway 109 North,Lebanon,TN,37087,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
70727,Discount Tobacco Shop #2,35.187742,-85.349066,"5104 Taft Hwy, Signal Mountain, TN, 37377",5104 Taft Hwy,Signal Mountain,TN,37377,Hamilton,Hunt Brothers Pizza,Food Chains,369135.0,0.00093732645238192
63866,Zips Mart,36.1884,-86.3059,"1110 S Maple St, Lebanon, TN, 37087",1110 S Maple St,Lebanon,TN,37087,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
69647,Winchester Mini Market,35.05,-89.8531,"6326 Winchester Road, Memphis, TN, 38115",6326 Winchester Road,Memphis,TN,38115,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70639,Summer Gas & Food Mart,35.1509,-89.9772,"2450 Summer Ave, Memphis, TN, 38112",2450 Summer Ave,Memphis,TN,38112,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70596,Prescott Express,35.0849,-89.9525,"1705 S Prescott St, Memphis, TN, 38111",1705 S Prescott St,Memphis,TN,38111,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
54679,Rhino Mart,36.3099,-86.6193,"234 Old Shackle Island Road, Hendersonville, TN, 37075",234 Old Shackle Island Road,Hendersonville,TN,37075,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
54623,Triple S *2,36.4049,-86.4475,"885 N Water Avenue, Gallatin, TN, 37066",885 N Water Avenue,Gallatin,TN,37066,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
69649,Getwell Shell,35.0203,-89.9377,"3799 E Shelby Drive, Memphis, TN, 38118",3799 E Shelby Drive,Memphis,TN,38118,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
63862,Hilltop Market,36.1433,-86.3188,"1942 Murfreesboro Road, Lebanon, TN, 37090",1942 Murfreesboro Road,Lebanon,TN,37090,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
54630,Rock Bridge Market,36.4477,-86.3624,"2501 Highway 31 E, Gallatin, TN, 37066",2501 Highway 31 E,Gallatin,TN,37066,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
54675,31 E. Market,36.4067,-86.4251,"1380 East Broadway, Gallatin, TN, 37066",1380 East Broadway,Gallatin,TN,37066,Sumner,Hunt Brothers Pizza,Food Chains,200557.0,0.0007080281416255728
70604,Nbn Mkt./Pendleton Gro,35.0813,-89.9717,"2344 Pendleton Street, Memphis, TN, 38114",2344 Pendleton Street,Memphis,TN,38114,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
65452,Ken Huff's Grocery,35.8121,-86.9835,"5452 Carters Creek Pike, Thompsons Station, TN, 37179",5452 Carters Creek Pike,Thompsons Station,TN,37179,Williamson,Hunt Brothers Pizza,Food Chains,255735.0,0.0009345611668328544
86680,Same Store,35.1765,-89.7561,"1890 Berryhill Rd, Cordova, TN, 38016",1890 Berryhill Rd,Cordova,TN,38016,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
65077,Cedar Crest Golf Club,36.0056,-86.4174,"7972 Mona Road, Murfreesboro, TN, 37129",7972 Mona Road,Murfreesboro,TN,37129,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
69545,Kash Express,35.2339,-89.9252,"3950 Raleigh Millington Rd, Memphis, TN, 38128",3950 Raleigh Millington Rd,Memphis,TN,38128,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70653,Castalia Mart,35.0991,-89.995,"1701 Castalia St, Memphis, TN, 38114",1701 Castalia St,Memphis,TN,38114,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69541,Dan And Sams,35.2579,-89.9292,"4822 Raleigh Millington Rd, Memphis, TN, 38128",4822 Raleigh Millington Rd,Memphis,TN,38128,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69739,Safeway Food Market,35.0381,-90.0691,"4046 Horn Lake Road, Memphis, TN, 38109",4046 Horn Lake Road,Memphis,TN,38109,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
81179,Ham Kirk Grocery,35.1073,-90.0217,"1433 Elvis Presley Blvd, Memphis, TN, 38106",1433 Elvis Presley Blvd,Memphis,TN,38106,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69552,Thomas Express Food Mart,35.2038,-90.0333,"2864 Thomas St, Memphis, TN, 38127",2864 Thomas St,Memphis,TN,38127,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
86683,Navy Express Inc,35.2058,-89.8335,"6861 Hwy 70, Memphis, TN, 38133",6861 Hwy 70,Memphis,TN,38133,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
85237,Holmes Food & Fuel,35.0065,-89.8639,"5982 Holmes Rd, Memphis, TN, 38141",5982 Holmes Rd,Memphis,TN,38141,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
54678,Statesville Market,36.0182,-86.1175,"6575 Statesville Rd, Watertown, TN, 37184",6575 Statesville Rd,Watertown,TN,37184,Wilson,Hunt Brothers Pizza,Food Chains,151917.0,0.0008754780570969674
64406,Leanna Market,35.9338,-86.4325,"4304 Sulphur Springs Road, Murfreesboro, TN, 37129",4304 Sulphur Springs Road,Murfreesboro,TN,37129,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
69747,F & A Grocery,35.0859,-90.0449,"547 East Mallory Avenue, Memphis, TN, 38106",547 East Mallory Avenue,Memphis,TN,38106,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
69675,Bennington Mini Mart,35.0079,-89.8306,"5144 Riverdale Rd, Memphis, TN, 38141",5144 Riverdale Rd,Memphis,TN,38141,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
75378,Willow 76,35.832457,-86.379122,"1607 Middle Tennessee Blvd, Murfreesboro, TN, 37130",1607 Middle Tennessee Blvd,Murfreesboro,TN,37130,Rutherford,Hunt Brothers Pizza,Food Chains,352182.0,0.0008319562044624654
70722,Pj's Food Mart,35.373957,-85.115208,"14724 Dayton Pike, Sale Creek, TN, 37373",14724 Dayton Pike,Sale Creek,TN,37373,Hamilton,Hunt Brothers Pizza,Food Chains,369135.0,0.00093732645238192
86679,Dexter Marathon,35.1716,-89.8143,"7469 Dexter Rd, Cordova, TN, 38016",7469 Dexter Rd,Cordova,TN,38016,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
70601,Line Market,35.1704,-90.0173,"1171 Chelsea Avenue, Memphis, TN, 38107",1171 Chelsea Avenue,Memphis,TN,38107,Shelby,Hunt Brothers Pizza,Food Chains,924454.0,0.0007680209074761967
