Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Provider,Category,Population,Fast Food Density
7283,Popeyes Collierville,35.045973,-89.698963,"1105 W Poplar Ave, Collierville, TN, 38017",1105 W Poplar Ave,Collierville,TN,38017,Shelby,Popeyes,Food Chains,924454.0,0.0007680209074761967
13721,Popeyes Lebanon,36.195147,-86.294894,"507 S Cumberland St, Lebanon, TN, 37087",507 S Cumberland St,Lebanon,TN,37087,Wilson,Popeyes,Food Chains,151917.0,0.0008754780570969674
12981,Popeyes Nashville,36.143548,-86.873213,"6403 Charlotte Pike, Nashville, TN, 37209",6403 Charlotte Pike,Nashville,TN,37209,Davidson,Popeyes,Food Chains,703953.0,0.000869376222560313
11076,Popeyes Murfreesboro,35.852473,-86.396476,"724 Memorial Blvd, Murfreesboro, TN, 37129",724 Memorial Blvd,Murfreesboro,TN,37129,Rutherford,Popeyes,Food Chains,352182.0,0.0008319562044624654
12330,Popeyes Memphis,35.115019,-89.901847,"4810 Poplar Avenue, Memphis, TN, 38117",4810 Poplar Avenue,Memphis,TN,38117,Shelby,Popeyes,Food Chains,924454.0,0.0007680209074761967
13784,Popeyes Lavergne,35.992029,-86.596019,"121 Charter Place, La Vergne, TN, 37086",121 Charter Place,La Vergne,TN,37086,Rutherford,Popeyes,Food Chains,352182.0,0.0008319562044624654
14352,Popeyes Chattanooga,35.024734,-85.157769,"1796 Gunbarrel Rd, Chattanooga, TN, 37421",1796 Gunbarrel Rd,Chattanooga,TN,37421,Hamilton,Popeyes,Food Chains,369135.0,0.00093732645238192
12818,Popeyes Kingsport,36.547848,-82.520016,"1645 East Stone Dr, Kingsport, TN, 37660",1645 East Stone Dr,Kingsport,TN,37660,Sullivan,Popeyes,Food Chains,159265.0,0.0009606630458669514
11622,Popeyes Clarksville,36.575543,-87.408404,"1640 Fort Campbell Blvd, Clarksville, TN, 37042",1640 Fort Campbell Blvd,Clarksville,TN,37042,Montgomery,Popeyes,Food Chains,227900.0,0.0007591048705572619
11223,Popeyes Smyrna,35.973217,-86.495508,"550 Enon Springs Rd E, Smyrna, TN, 37167",550 Enon Springs Rd E,Smyrna,TN,37167,Rutherford,Popeyes,Food Chains,352182.0,0.0008319562044624654
13306,Popeyes Knoxville,36.073941,-83.927169,"6944 Maynardville Pike, Knoxville, TN, 37918",6944 Maynardville Pike,Knoxville,TN,37918,Knox,Popeyes,Food Chains,486677.0,0.0008321741113716079
4856,Popeyes Memphis,35.107647,-89.988211,"2235 Lamar Ave, Memphis, TN, 38114",2235 Lamar Ave,Memphis,TN,38114,Shelby,Popeyes,Food Chains,924454.0,0.0007680209074761967
13814,Popeyes Hendersonville,36.313952,-86.592205,"1000 Callender Lane, Hendersonville, TN, 37075",1000 Callender Lane,Hendersonville,TN,37075,Sumner,Popeyes,Food Chains,200557.0,0.0007080281416255728
10660,Popeyes Cordova,35.16041,-89.79446,"1296 N Germantown Pkwy, Cordova, TN, 38016",1296 N Germantown Pkwy,Cordova,TN,38016,Shelby,Popeyes,Food Chains,924454.0,0.0007680209074761967
11798,Popeyes Eastridge,34.990387,-85.214934,"6105 Ringgold Road, Chattanooga, TN, 37412",6105 Ringgold Road,Chattanooga,TN,37412,Hamilton,Popeyes,Food Chains,369135.0,0.00093732645238192
13297,Popeyes Memphis,35.2168,-89.991894,"2153 Frayser Blvd, Memphis, TN, 38127",2153 Frayser Blvd,Memphis,TN,38127,Shelby,Popeyes,Food Chains,924454.0,0.0007680209074761967
4581,Popeyes Memphis,35.076393,-89.905781,"4720 Showcase Blvd, Memphis, TN, 38118",4720 Showcase Blvd,Memphis,TN,38118,Shelby,Popeyes,Food Chains,924454.0,0.0007680209074761967
98,"Nashville, Tn",36.1078195,-86.8149341,"2133 Green Hills Village Drive, Nashville, TN, 37215",2133 Green Hills Village Drive,Nashville,TN,37215,Davidson,The Cheesecake Factory,Food Chains,703953.0,0.000869376222560313
220,Opry Mills,36.2034822,-86.694795,"253 Opry Mills Dr, Nashville, TN, 37214",253 Opry Mills Dr,Nashville,TN,37214,Davidson,The Cheesecake Factory,Food Chains,703953.0,0.000869376222560313
166,"Knoxville, Tn",35.9256548,-84.0365266,"201 Morrell Road, Knoxville, TN, 37919",201 Morrell Road,Knoxville,TN,37919,Knox,The Cheesecake Factory,Food Chains,486677.0,0.0008321741113716079
208,"Chattanooga, Tn",35.0328102,-85.1611415,"2084 Hamilton Place Boulevard, Chattanooga, TN, 37421",2084 Hamilton Place Boulevard,Chattanooga,TN,37421,Hamilton,The Cheesecake Factory,Food Chains,369135.0,0.00093732645238192
191,"Memphis, Tn",35.2001807,-89.7882436,"2760 N Germantown Parkway, Memphis, TN, 38133",2760 N Germantown Parkway,Memphis,TN,38133,Shelby,The Cheesecake Factory,Food Chains,924454.0,0.0007680209074761967
182,"Franklin, Tn",35.957116,-86.813561,"1800 Galleria Boulevard, Franklin, TN, 37067",1800 Galleria Boulevard,Franklin,TN,37067,Williamson,The Cheesecake Factory,Food Chains,255735.0,0.0009345611668328544
8051,Memphis,35.101817,-89.861746,"6065 Poplar Ave, Memphis, TN, 38119",6065 Poplar Ave,Memphis,TN,38119,Shelby,The Capital Grille,Food Chains,924454.0,0.0007680209074761967
3450,Captain D's,35.030831,-85.154664,"2008 Gunbarrel Rd, Chattanooga, TN, 37421",2008 Gunbarrel Rd,Chattanooga,TN,37421,Hamilton,CaptainDs,Food Chains,369135.0,0.00093732645238192
3141,Captain D's,35.085666,-85.196711,"5001 Oak Hill Rd, Chattanooga, TN, 37416",5001 Oak Hill Rd,Chattanooga,TN,37416,Hamilton,CaptainDs,Food Chains,369135.0,0.00093732645238192
3502,Captain D's,35.845609,-86.396105,"323 Nw Broad St, Murfreesboro, TN, 37130",323 Nw Broad St,Murfreesboro,TN,37130,Rutherford,CaptainDs,Food Chains,352182.0,0.0008319562044624654
354878,Captain D's,35.033317,-89.796221,"4209 Hacks Cross Rd, Memphis, TN, 38125",4209 Hacks Cross Rd,Memphis,TN,38125,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
3205,Captain D's,35.934893,-83.905672,"4320 Chapman Hwy, Knoxville, TN, 37920",4320 Chapman Hwy,Knoxville,TN,37920,Knox,CaptainDs,Food Chains,486677.0,0.0008321741113716079
3526,Captain D's,36.540918,-87.364586,"889 Kraft St, Clarksville, TN, 37040",889 Kraft St,Clarksville,TN,37040,Montgomery,CaptainDs,Food Chains,227900.0,0.0007591048705572619
327042,Captain D's,35.842659,-86.440234,"239 Cason Ln, Murfreesboro, TN, 37128",239 Cason Ln,Murfreesboro,TN,37128,Rutherford,CaptainDs,Food Chains,352182.0,0.0008319562044624654
364755,Captain D's,35.164734,-89.793355,"1438 N Germantown Pkwy, Cordova, TN, 38016",1438 N Germantown Pkwy,Cordova,TN,38016,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
3760,Captain D's,36.593839,-87.28816,"3061 Wilma Rudolph Blvd, Clarksville, TN, 37040",3061 Wilma Rudolph Blvd,Clarksville,TN,37040,Montgomery,CaptainDs,Food Chains,227900.0,0.0007591048705572619
354867,Captain D's,35.217457,-89.988827,"2238 Frayser Blvd, Memphis, TN, 38127",2238 Frayser Blvd,Memphis,TN,38127,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
3522,Captain D's,36.22701,-86.759354,"3021 Dickerson Pike, Nashville, TN, 37207",3021 Dickerson Pike,Nashville,TN,37207,Davidson,CaptainDs,Food Chains,703953.0,0.000869376222560313
364759,Captain D's,35.932795,-86.534201,"1876 Almaville Rd, Smyrna, TN, 37167",1876 Almaville Rd,Smyrna,TN,37167,Rutherford,CaptainDs,Food Chains,352182.0,0.0008319562044624654
365064,Captain D's,35.784126,-86.40168,"3114 S Church St, Murfreesboro, TN, 37127",3114 S Church St,Murfreesboro,TN,37127,Rutherford,CaptainDs,Food Chains,352182.0,0.0008319562044624654
3759,Captain D's,36.175238,-86.512675,"271 N Mount Juliet Rd, Mount Juliet, TN, 37122",271 N Mount Juliet Rd,Mount Juliet,TN,37122,Wilson,CaptainDs,Food Chains,151917.0,0.0008754780570969674
363123,Captain D's,36.547967,-82.517868,"1656 E Stone Dr, Kingsport, TN, 37660",1656 E Stone Dr,Kingsport,TN,37660,Sullivan,CaptainDs,Food Chains,159265.0,0.0009606630458669514
3686,Captain D's,36.073368,-86.92334,"7075 Old Harding Pike, Nashville, TN, 37221",7075 Old Harding Pike,Nashville,TN,37221,Davidson,CaptainDs,Food Chains,703953.0,0.000869376222560313
355575,Captain D's,35.046473,-89.688217,"784 W Poplar Ave, Collierville, TN, 38017",784 W Poplar Ave,Collierville,TN,38017,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
363120,Captain D's,36.593711,-82.216812,"2815 W State St, Bristol, TN, 37620",2815 W State St,Bristol,TN,37620,Sullivan,CaptainDs,Food Chains,159265.0,0.0009606630458669514
3529,Captain D's,36.212713,-86.319057,"1041 W Main St, Lebanon, TN, 37087",1041 W Main St,Lebanon,TN,37087,Wilson,CaptainDs,Food Chains,151917.0,0.0008754780570969674
354880,Captain D's,35.354118,-89.896524,"8342 Us Highway 51 N, Millington, TN, 38053",8342 Us Highway 51 N,Millington,TN,38053,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
354879,Captain D's,35.204812,-89.826068,"7112 Stage Rd, Memphis, TN, 38133",7112 Stage Rd,Memphis,TN,38133,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
3514,Captain D's,36.094731,-86.737356,"3715 Nolensville Pike, Nashville, TN, 37211",3715 Nolensville Pike,Nashville,TN,37211,Davidson,CaptainDs,Food Chains,703953.0,0.000869376222560313
3506,Captain D's,36.213791,-86.730705,"3708 Gallatin Pike, Nashville, TN, 37216",3708 Gallatin Pike,Nashville,TN,37216,Davidson,CaptainDs,Food Chains,703953.0,0.000869376222560313
354874,Captain D's,35.135989,-90.004996,"1690 Union Ave, Memphis, TN, 38104",1690 Union Ave,Memphis,TN,38104,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
3544,Captain D's,36.070958,-86.635674,"2705 Murfreesboro Pike, Antioch, TN, 37013",2705 Murfreesboro Pike,Antioch,TN,37013,Davidson,CaptainDs,Food Chains,703953.0,0.000869376222560313
3520,Captain D's,36.303825,-86.623214,"317 W Main St, Hendersonville, TN, 37075",317 W Main St,Hendersonville,TN,37075,Sumner,CaptainDs,Food Chains,200557.0,0.0007080281416255728
3203,Captain D's,36.069106,-83.926695,"6722 Maynardsville Hwy, Knoxville, TN, 37918",6722 Maynardsville Hwy,Knoxville,TN,37918,Knox,CaptainDs,Food Chains,486677.0,0.0008321741113716079
365034,Captain D's,35.20418,-89.74258,"9607 Highway 64, Cordova, TN, 38016",9607 Highway 64,Cordova,TN,38016,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
3550,Captain D's,36.389533,-86.440279,"309 E Main St, Gallatin, TN, 37066",309 E Main St,Gallatin,TN,37066,Sumner,CaptainDs,Food Chains,200557.0,0.0007080281416255728
3440,Captain D's,36.172602,-86.793478,"921 Jefferson St, Nashville, TN, 37208",921 Jefferson St,Nashville,TN,37208,Davidson,CaptainDs,Food Chains,703953.0,0.000869376222560313
354873,Captain D's,35.0285536,-90.02479971,"4404 Elvis Presley Blvd, Memphis, TN, 38116",4404 Elvis Presley Blvd,Memphis,TN,38116,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
3543,Captain D's,36.190707,-86.626458,"3446 Lebanon Pike, Hermitage, TN, 37076",3446 Lebanon Pike,Hermitage,TN,37076,Davidson,CaptainDs,Food Chains,703953.0,0.000869376222560313
3407,Captain D's,35.91131,-84.092672,"9335 Kingston Pike, Knoxville, TN, 37922",9335 Kingston Pike,Knoxville,TN,37922,Knox,CaptainDs,Food Chains,486677.0,0.0008321741113716079
354876,Captain D's,35.124259,-90.055892,"179 E Eh Crump Blvd, Memphis, TN, 38106",179 E Eh Crump Blvd,Memphis,TN,38106,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
3654,Captain D's,35.990502,-86.525355,"263 N Lowry St, Smyrna, TN, 37167",263 N Lowry St,Smyrna,TN,37167,Rutherford,CaptainDs,Food Chains,352182.0,0.0008319562044624654
3204,Captain D's,36.005464,-83.979068,"812 Merchants Rd, Knoxville, TN, 37912",812 Merchants Rd,Knoxville,TN,37912,Knox,CaptainDs,Food Chains,486677.0,0.0008321741113716079
354875,Captain D's,35.072007,-89.905904,"2815 S Perkins Rd, Memphis, TN, 38118",2815 S Perkins Rd,Memphis,TN,38118,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
3146,Captain D's,35.135309,-85.239272,"5106 Hixson Pike, Hixson, TN, 37343",5106 Hixson Pike,Hixson,TN,37343,Hamilton,CaptainDs,Food Chains,369135.0,0.00093732645238192
354865,Captain D's,35.171013,-89.867953,"1665 Sycamore View Rd, Memphis, TN, 38134",1665 Sycamore View Rd,Memphis,TN,38134,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
354866,Captain D's,35.20907,-89.895135,"3057 Covington Pike, Memphis, TN, 38128",3057 Covington Pike,Memphis,TN,38128,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
365071,Captain D's,35.019146,-89.9375,"4735 Getwell Rd, Memphis, TN, 38118",4735 Getwell Rd,Memphis,TN,38118,Shelby,CaptainDs,Food Chains,924454.0,0.0007680209074761967
3501,Captain D's,36.16937,-86.67255,"2633 Lebanon Pike, Nashville, TN, 37214",2633 Lebanon Pike,Nashville,TN,37214,Davidson,CaptainDs,Food Chains,703953.0,0.000869376222560313
364791,Captain D's,35.769477,-86.91748,"2096 Wall St, Spring Hill, TN, 37174",2096 Wall St,Spring Hill,TN,37174,Williamson,CaptainDs,Food Chains,255735.0,0.0009345611668328544
3510,Captain D's,36.26608,-86.711378,"407 Gallatin Pike N, Madison, TN, 37115",407 Gallatin Pike N,Madison,TN,37115,Davidson,CaptainDs,Food Chains,703953.0,0.000869376222560313
3144,Captain D's,35.020369,-85.287296,"1690 E 23rd St, Chattanooga, TN, 37404",1690 E 23rd St,Chattanooga,TN,37404,Hamilton,CaptainDs,Food Chains,369135.0,0.00093732645238192
0620,Red Lobster Franklin,35.964494,-86.810277,"1718 Galleria Blvd Near Cool Springs Galleria Mall, Franklin, TN, 37067",1718 Galleria Blvd Near Cool Springs Galleria Mall,Franklin,TN,37067,Williamson,Red Lobster,Food Chains,255735.0,0.0009345611668328544
0476,Red Lobster Clarksville,36.590376,-87.292841,"2838 Wilma Rudolph Blvd Across From Governor's Square Mall, Clarksville, TN, 37040",2838 Wilma Rudolph Blvd Across From Governor's Square Mall,Clarksville,TN,37040,Montgomery,Red Lobster,Food Chains,227900.0,0.0007591048705572619
0365,Red Lobster Antioch,36.047347,-86.657066,"5259 Hickory Hollow Pkwy, Antioch, TN, 37013",5259 Hickory Hollow Pkwy,Antioch,TN,37013,Davidson,Red Lobster,Food Chains,703953.0,0.000869376222560313
6348,Red Lobster Mount Juliet,36.167818,-86.512841,"401 S Mount Juliet Rd Ste 120, Mount Juliet, TN, 37122",401 S Mount Juliet Rd Ste 120,Mount Juliet,TN,37122,Wilson,Red Lobster,Food Chains,151917.0,0.0008754780570969674
0883,Red Lobster Chattanooga,35.038913,-85.157513,"2200 Bams Drive Near Hamilton Place Mall, Chattanooga, TN, 37421",2200 Bams Drive Near Hamilton Place Mall,Chattanooga,TN,37421,Hamilton,Red Lobster,Food Chains,369135.0,0.00093732645238192
6216,Red Lobster Memphis,35.203966,-89.790301,"8161 Highway 64 Wolfchase Galleria Plaza, Memphis, TN, 38133",8161 Highway 64 Wolfchase Galleria Plaza,Memphis,TN,38133,Shelby,Red Lobster,Food Chains,924454.0,0.0007680209074761967
0045,Red Lobster Madison,36.299433,-86.697825,"1814 Gallatin Pike N Across From Rivergate Mall, Madison, TN, 37115",1814 Gallatin Pike N Across From Rivergate Mall,Madison,TN,37115,Davidson,Red Lobster,Food Chains,703953.0,0.000869376222560313
0285,Red Lobster Chattanooga,35.133107,-85.240675,"2131 Northgate Mall Lane Northgate Mall, Chattanooga, TN, 37415",2131 Northgate Mall Lane Northgate Mall,Chattanooga,TN,37415,Hamilton,Red Lobster,Food Chains,369135.0,0.00093732645238192
0047,Red Lobster Knoxville,35.923975,-84.048593,"8040 Kingston Pike, Knoxville, TN, 37919",8040 Kingston Pike,Knoxville,TN,37919,Knox,Red Lobster,Food Chains,486677.0,0.0008321741113716079
0604,Red Lobster Murfreesboro,35.845299,-86.419664,"1745 Old Fort Parkway Across From Stone's River Mall, Murfreesboro, TN, 37129",1745 Old Fort Parkway Across From Stone's River Mall,Murfreesboro,TN,37129,Rutherford,Red Lobster,Food Chains,352182.0,0.0008319562044624654
6341,Red Lobster Memphis,35.049915,-89.804925,"7750 Winchester Rd, Memphis, TN, 38125",7750 Winchester Rd,Memphis,TN,38125,Shelby,Red Lobster,Food Chains,924454.0,0.0007680209074761967
0253,Red Lobster Knoxville,36.010055,-83.974893,"305 Merchant Dr, Knoxville, TN, 37912",305 Merchant Dr,Knoxville,TN,37912,Knox,Red Lobster,Food Chains,486677.0,0.0008321741113716079
876,672b Nashville Pike,36.381836,-86.46231,"672b Nashville Pike, Gallatin, TN, 37066",672b Nashville Pike,Gallatin,TN,37066,Sumner,Dairy Queen,Food Chains,200557.0,0.0007080281416255728
14117,West End Square,36.138954,-86.820326,"West End Square, Nashville, TN, 37203",West End Square,Nashville,TN,37203,Davidson,Dairy Queen,Food Chains,703953.0,0.000869376222560313
14116,1209 Gallatin Pike S,36.247483,-86.720302,"1209 Gallatin Pike S, Madison, TN, 37115",1209 Gallatin Pike S,Madison,TN,37115,Davidson,Dairy Queen,Food Chains,703953.0,0.000869376222560313
10666,2910 S Rutherford Blvd,35.832171,-86.350058,"2910 S Rutherford Blvd, Murfreesboro, TN, 37130",2910 S Rutherford Blvd,Murfreesboro,TN,37130,Rutherford,Dairy Queen,Food Chains,352182.0,0.0008319562044624654
14115,Heritage Travel Center,36.318619,-86.8672,"Heritage Travel Center, Joelton, TN, 37080",Heritage Travel Center,Joelton,TN,37080,Davidson,Dairy Queen,Food Chains,703953.0,0.000869376222560313
8766,1023 Glenbrook Way,36.332551,-86.619864,"1023 Glenbrook Way, Hendersonville, TN, 37075",1023 Glenbrook Way,Hendersonville,TN,37075,Sumner,Dairy Queen,Food Chains,200557.0,0.0007080281416255728
8686,2118 Gunbarrel Rd,35.033513,-85.15324,"2118 Gunbarrel Rd, Chattanooga, TN, 37421",2118 Gunbarrel Rd,Chattanooga,TN,37421,Hamilton,Dairy Queen,Food Chains,369135.0,0.00093732645238192
8692,5433 Hwy 153,35.139239,-85.24867,"5433 Hwy 153, Hixson, TN, 37343",5433 Hwy 153,Hixson,TN,37343,Hamilton,Dairy Queen,Food Chains,369135.0,0.00093732645238192
13580,401 Highway 52 W,36.577899,-86.522493,"401 Highway 52 W, Portland, TN, 37148",401 Highway 52 W,Portland,TN,37148,Sumner,Dairy Queen,Food Chains,200557.0,0.0007080281416255728
14112,2819 Murfreesboro Rd,36.066051,-86.630477,"2819 Murfreesboro Rd, Antioch, TN, 37013",2819 Murfreesboro Rd,Antioch,TN,37013,Davidson,Dairy Queen,Food Chains,703953.0,0.000869376222560313
2328,1055 S Riverside Dr,36.509645,-87.365851,"1055 S Riverside Dr, Clarksville, TN, 37040",1055 S Riverside Dr,Clarksville,TN,37040,Montgomery,Dairy Queen,Food Chains,227900.0,0.0007591048705572619
15970,7201 Kingston Pike,35.93114,-84.02753,"7201 Kingston Pike, Knoxville, TN, 37919",7201 Kingston Pike,Knoxville,TN,37919,Knox,Dairy Queen,Food Chains,486677.0,0.0008321741113716079
14151,11208 Kingston Pike,35.882525,-84.154447,"11208 Kingston Pike, Farragut, TN, 37934",11208 Kingston Pike,Farragut,TN,37934,Knox,Dairy Queen,Food Chains,486677.0,0.0008321741113716079
13983,1420 N Mount Juliet Rd,36.19116,-86.514849,"1420 N Mount Juliet Rd, Mount Juliet, TN, 37122",1420 N Mount Juliet Rd,Mount Juliet,TN,37122,Wilson,Dairy Queen,Food Chains,151917.0,0.0008754780570969674
14365,7613 Highway 70 S,36.077219,-86.947092,"7613 Highway 70 S, Nashville, TN, 37221",7613 Highway 70 S,Nashville,TN,37221,Davidson,Dairy Queen,Food Chains,703953.0,0.000869376222560313
3922,819 Lynn Garden Dr,36.565144,-82.564747,"819 Lynn Garden Dr, Kingsport, TN, 37660",819 Lynn Garden Dr,Kingsport,TN,37660,Sullivan,Dairy Queen,Food Chains,159265.0,0.0009606630458669514
15948,2940 W State St,36.59205,-82.22095,"2940 W State St, Bristol, TN, 37620",2940 W State St,Bristol,TN,37620,Sullivan,Dairy Queen,Food Chains,159265.0,0.0009606630458669514
14138,8215 Highway 100,36.043193,-86.959697,"8215 Highway 100, Nashville, TN, 37221",8215 Highway 100,Nashville,TN,37221,Davidson,Dairy Queen,Food Chains,703953.0,0.000869376222560313
13383,420 Sam Ridley Pkwy W,35.986418,-86.551009,"420 Sam Ridley Pkwy W, Smyrna, TN, 37167",420 Sam Ridley Pkwy W,Smyrna,TN,37167,Rutherford,Dairy Queen,Food Chains,352182.0,0.0008319562044624654
15601,633 Camp Jordan Pkwy,34.994086,-85.201755,"633 Camp Jordan Pkwy, Chattanooga, TN, 37412",633 Camp Jordan Pkwy,Chattanooga,TN,37412,Hamilton,Dairy Queen,Food Chains,369135.0,0.00093732645238192
334,1735 Memorial Blvd,35.869948,-86.386574,"1735 Memorial Blvd, Murfreesboro, TN, 37129",1735 Memorial Blvd,Murfreesboro,TN,37129,Rutherford,Dairy Queen,Food Chains,352182.0,0.0008319562044624654
14004,1502 W Main St,36.218251,-86.337075,"1502 W Main St, Lebanon, TN, 37087",1502 W Main St,Lebanon,TN,37087,Wilson,Dairy Queen,Food Chains,151917.0,0.0008754780570969674
14119,4831 Nolensville Pike,36.064417,-86.717552,"4831 Nolensville Pike, Nashville, TN, 37211",4831 Nolensville Pike,Nashville,TN,37211,Davidson,Dairy Queen,Food Chains,703953.0,0.000869376222560313
11511,101 N Houston Levee Rd,35.128865,-89.728921,"101 N Houston Levee Rd, Cordova, TN, 38018",101 N Houston Levee Rd,Cordova,TN,38018,Shelby,Dairy Queen,Food Chains,924454.0,0.0007680209074761967
14113,211 S Main St,36.320388,-86.713496,"211 S Main St, Goodlettsville, TN, 37072",211 S Main St,Goodlettsville,TN,37072,Davidson,Dairy Queen,Food Chains,703953.0,0.000869376222560313
11035,510 Cason Ln,35.842223,-86.441235,"510 Cason Ln, Murfreesboro, TN, 37128",510 Cason Ln,Murfreesboro,TN,37128,Rutherford,Dairy Queen,Food Chains,352182.0,0.0008319562044624654
5268,Hixson,35.146565,-85.24991,"5583 Highway 153, Hixson, TN, 37343",5583 Highway 153,Hixson,TN,37343,Hamilton,LongHorn Steakhouse,Food Chains,369135.0,0.00093732645238192
5444,Smyrna,35.978369,-86.566905,"975 Industrial Blvd, Smyrna, TN, 37167",975 Industrial Blvd,Smyrna,TN,37167,Rutherford,LongHorn Steakhouse,Food Chains,352182.0,0.0008319562044624654
5337,Bartlett,35.204949,-89.785436,"8324 Hwy 64, Memphis, TN, 38133",8324 Hwy 64,Memphis,TN,38133,Shelby,LongHorn Steakhouse,Food Chains,924454.0,0.0007680209074761967
5299,Gallatin - Off Nashville Pike,36.376105,-86.471106,"1003 Nashville Pike, Gallatin, TN, 37066",1003 Nashville Pike,Gallatin,TN,37066,Sumner,LongHorn Steakhouse,Food Chains,200557.0,0.0007080281416255728
5435,Mt. Juliet,36.17638,-86.513551,"355 Pleasant Grove Road, Mount Juliet, TN, 37122",355 Pleasant Grove Road,Mount Juliet,TN,37122,Wilson,LongHorn Steakhouse,Food Chains,151917.0,0.0008754780570969674
5336,Collierville,35.050998,-89.733252,"3581 Houston Levee Rd, Collierville, TN, 38017",3581 Houston Levee Rd,Collierville,TN,38017,Shelby,LongHorn Steakhouse,Food Chains,924454.0,0.0007680209074761967
5541,Knoxville - West Town,35.925666,-84.041085,"7740 Kingston Pike, Knoxville, TN, 37919",7740 Kingston Pike,Knoxville,TN,37919,Knox,LongHorn Steakhouse,Food Chains,486677.0,0.0008321741113716079
5020,Nashville - Airport - Murfreesboro Pike,36.122062,-86.705825,"1175 Murfreesboro Pike, Nashville, TN, 37217",1175 Murfreesboro Pike,Nashville,TN,37217,Davidson,LongHorn Steakhouse,Food Chains,703953.0,0.000869376222560313
5416,Kingsport - E. Stone Dr,36.547058,-82.514749,"1750 E Stone Dr, Kingsport, TN, 37660",1750 E Stone Dr,Kingsport,TN,37660,Sullivan,LongHorn Steakhouse,Food Chains,159265.0,0.0009606630458669514
5308,Murfreesboro - Medical Pkwy,35.863147,-86.445916,"2821 Medical Center Pkwy, Murfreesboro, TN, 37129",2821 Medical Center Pkwy,Murfreesboro,TN,37129,Rutherford,LongHorn Steakhouse,Food Chains,352182.0,0.0008319562044624654
5460,Farragut - Turkey Creek,35.894508,-84.170529,"11644 Parkside Drive, Farragut, TN, 37934",11644 Parkside Drive,Farragut,TN,37934,Knox,LongHorn Steakhouse,Food Chains,486677.0,0.0008321741113716079
5567,Spring Hill Tn,35.737944,-86.944426,"2040 Crossings Blvd, Spring Hill, TN, 37174",2040 Crossings Blvd,Spring Hill,TN,37174,Williamson,LongHorn Steakhouse,Food Chains,255735.0,0.0009345611668328544
5639,West Nashville,36.13621,-86.88904,"6804 Charlotte Pike, Nashville, TN, 37209",6804 Charlotte Pike,Nashville,TN,37209,Davidson,LongHorn Steakhouse,Food Chains,703953.0,0.000869376222560313
5248,Brentwood,36.041625,-86.777948,"774 Old Hickory Blvd, Brentwood, TN, 37027",774 Old Hickory Blvd,Brentwood,TN,37027,Williamson,LongHorn Steakhouse,Food Chains,255735.0,0.0009345611668328544
5023,Madison Tn - Rivergate,36.301097,-86.693225,"2021 Gallatin Pike N, Madison, TN, 37115",2021 Gallatin Pike N,Madison,TN,37115,Davidson,LongHorn Steakhouse,Food Chains,703953.0,0.000869376222560313
5127,Clarksville Tn - Near Governors Square Mall,36.586707,-87.295411,"2788 Wilma Rudolph Blvd, Clarksville, TN, 37040",2788 Wilma Rudolph Blvd,Clarksville,TN,37040,Montgomery,LongHorn Steakhouse,Food Chains,227900.0,0.0007591048705572619
2090,"American Deli Memphis 1, Tn",35.052035,-89.88656,"3543 S Mendenhall Road, Memphis, TN, 38115",3543 S Mendenhall Road,Memphis,TN,38115,Shelby,American Deli,Food Chains,924454.0,0.0007680209074761967
2095,"American Deli Memphis 6, Tn",35.019893,-89.82837,"7041 E Shelby Dr Suite 109 113, Memphis, TN, 38125",7041 E Shelby Dr Suite 109 113,Memphis,TN,38125,Shelby,American Deli,Food Chains,924454.0,0.0007680209074761967
2543,"American Deli Memphis 7, Tn",35.230857,-89.896479,"3850 Austin Peay Hwy, Memphis, TN, 38128",3850 Austin Peay Hwy,Memphis,TN,38128,Shelby,American Deli,Food Chains,924454.0,0.0007680209074761967
2832,"American Deli Memphis 8, Tn",35.14533,-90.034166,"795 Poplar Ave, Memphis, TN, 38105",795 Poplar Ave,Memphis,TN,38105,Shelby,American Deli,Food Chains,924454.0,0.0007680209074761967
2914,"American Deli Memphis 9, Tn",35.161734,-89.795867,"1315 N Germantown Parkway, Cordova, TN, 38016",1315 N Germantown Parkway,Cordova,TN,38016,Shelby,American Deli,Food Chains,924454.0,0.0007680209074761967
2973,"American Deli Memphis 10, Tn",35.172046,-89.867585,"5849 Summer Ave, Memphis, TN, 38134",5849 Summer Ave,Memphis,TN,38134,Shelby,American Deli,Food Chains,924454.0,0.0007680209074761967
