Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,URL,Provider,Category,Status,Direction URL,geometry
779,"Golden Corral 779, Pigeon Forge, Tn",35.7834035,-83.5526118,"Parkway, Pigeon Forge, TN, 37863",Parkway,Pigeon Forge,TN,37863,Sevier,https://www.goldencorral.com/locations/location-detail/779/golden-corral-parkway/,Golden Corral,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/Parkway,+Pigeon+Forge,+TN,+37863,+USA/",POINT (-83.5526118 35.7834035)
2493,"Golden Corral 2493, Clarksville, Tn",36.5880355,-87.2906794,"Wilma Rudolph Blvd, Clarksville, TN, 37040",Wilma Rudolph Blvd,Clarksville,TN,37040,Montgomery,https://www.goldencorral.com/locations/location-detail/2493/golden-corral-wilma-rudolph-blvd/,Golden Corral,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/Wilma+Rudolph+Blvd,+Clarksville,+TN,+37040,+USA/",POINT (-87.2906794 36.5880355)
,Opry Mills Mall,36.203151,-86.692823,"126 Opry Mills Dr, Nashville, TN, 37214",126 Opry Mills Dr,Nashville,TN,37214,Davidson,https://www.icecream.com/us/en/brands/haagen-dazs/shops/all-shops/opry-mills-mall,Haagen-Dazs,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/126+Opry+Mills+Dr,+Nashville,+TN,+37214,+USA/",POINT (-86.692823 36.203151)
,West Town Mall,35.9232587,-84.0411731,"7600 Kingston, Knoxville, TN, 37919",7600 Kingston,Knoxville,TN,37919,Knox,https://www.icecream.com/us/en/brands/haagen-dazs/shops/all-shops/west-town-mall,Haagen-Dazs,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7600+Kingston,+Knoxville,+TN,+37919,+USA/",POINT (-84.0411731 35.9232587)
,Providence Marketplace,36.170114,-86.507424,"401 S Mt Juliet Rd Suite 250b Mt, Mount Juliet, TN, 37122",401 S Mt Juliet Rd Suite 250b Mt,Mount Juliet,TN,37122,Wilson,https://www.icecream.com/us/en/brands/haagen-dazs/shops/all-shops/providence-marketplace,Haagen-Dazs,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/401+S+Mt+Juliet+Rd+Suite+250b+Mt,+Mount+Juliet,+TN,+37122,+USA/",POINT (-86.507424 36.170114)
,Hardees 3020 John B Dennis Hwy,36.57363013,-82.50719446,"3020 John B Dennis Hwy, Kingsport, TN, 37660",3020 John B Dennis Hwy,Kingsport,TN,37660,Sullivan,https://locations.hardees.com/tn/kingsport/3020-john-b-dennis-hwy,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3020+John+B+Dennis+Hwy,+Kingsport,+TN,+37660,+USA/",POINT (-82.50719446 36.57363013)
,Hardees 1436 Robinson Road,36.25620938,-86.65517767,"1436 Robinson Road, Old Hickory, TN, 37138",1436 Robinson Road,Old Hickory,TN,37138,Davidson,https://locations.hardees.com/tn/old-hickory/1436-robinson-road,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1436+Robinson+Road,+Old+Hickory,+TN,+37138,+USA/",POINT (-86.65517767 36.25620938)
,Hardees 1000 Acorn Drive,36.1506158,-86.69969631,"1000 Acorn Drive, Nashville, TN, 37210",1000 Acorn Drive,Nashville,TN,37210,Davidson,https://locations.hardees.com/tn/nashville/1000-acorn-drive,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1000+Acorn+Drive,+Nashville,+TN,+37210,+USA/",POINT (-86.69969631 36.1506158)
,Hardees 7102 Highway 70 S,36.07466153,-86.92219594,"7102 Highway 70 S, Nashville, TN, 37221",7102 Highway 70 S,Nashville,TN,37221,Davidson,https://locations.hardees.com/tn/bellevue/7102-highway-70-s,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7102+Highway+70+S,+Nashville,+TN,+37221,+USA/",POINT (-86.92219594 36.07466153)
,Hardees 1851 Memorial Blvd,35.87247748,-86.38613762,"1851 Memorial Blvd, Murfreesboro, TN, 37129",1851 Memorial Blvd,Murfreesboro,TN,37129,Rutherford,https://locations.hardees.com/tn/murfreesboro/1851-memorial-blvd,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1851+Memorial+Blvd,+Murfreesboro,+TN,+37129,+USA/",POINT (-86.38613762 35.87247748)
,Hardees 334 West Main Street,35.87138837,-83.57318295,"334 West Main Street, Sevierville, TN, 37862",334 West Main Street,Sevierville,TN,37862,Sevier,https://locations.hardees.com/tn/sevierville/334-west-main-street,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/334+West+Main+Street,+Sevierville,+TN,+37862,+USA/",POINT (-83.57318295 35.87138837)
,Hardees 2102 West Market St,36.31185111,-82.38837362,"2102 West Market St, Johnson City, TN, 37604",2102 West Market St,Johnson City,TN,37604,Washington,https://locations.hardees.com/tn/johnson-city/2102-west-market-st,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2102+West+Market+St,+Johnson+City,+TN,+37604,+USA/",POINT (-82.38837362 36.31185111)
,Hardees 110 Haywood Ln,36.07043544,-86.68628076,"110 Haywood Ln, Antioch, TN, 37013",110 Haywood Ln,Antioch,TN,37013,Davidson,https://locations.hardees.com/tn/antioch/110-haywood-ln,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/110+Haywood+Ln,+Antioch,+TN,+37013,+USA/",POINT (-86.68628076 36.07043544)
,Hardees 1941 Madison Street,36.51494958,-87.29943688,"1941 Madison Street, Clarksville, TN, 37043",1941 Madison Street,Clarksville,TN,37043,Montgomery,https://locations.hardees.com/tn/clarksville/1941-madison-street,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1941+Madison+Street,+Clarksville,+TN,+37043,+USA/",POINT (-87.29943688 36.51494958)
,Hardees 2410 Blue Springs Rd Se,35.13484729,-84.88892257,"2410 Blue Springs Rd Se, Cleveland, TN, 37311",2410 Blue Springs Rd Se,Cleveland,TN,37311,Bradley,https://locations.hardees.com/tn/cleveland/2410-blue-springs-rd-se,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2410+Blue+Springs+Rd+Se,+Cleveland,+TN,+37311,+USA/",POINT (-84.88892257 35.13484729)
,Hardees 1516 E Lamar Alexander Pkwy,35.75472927,-83.9509419,"1516 E Lamar Alexander Pkwy, Maryville, TN, 37804",1516 E Lamar Alexander Pkwy,Maryville,TN,37804,Blount,https://locations.hardees.com/tn/maryville/1516-e-lamar-alexander-pkwy,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1516+E+Lamar+Alexander+Pkwy,+Maryville,+TN,+37804,+USA/",POINT (-83.9509419 35.75472927)
,Hardees 101 Lineberry Blvd,36.23142567,-86.51060306,"101 Lineberry Blvd, Mount Juliet, TN, 37122",101 Lineberry Blvd,Mount Juliet,TN,37122,Wilson,https://locations.hardees.com/tn/mount-juliet/101-lineberry-blvd,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/101+Lineberry+Blvd,+Mount+Juliet,+TN,+37122,+USA/",POINT (-86.51060306 36.23142567)
,Hardees 701 S Cumberland,36.18858892,-86.29561913,"701 S Cumberland, Lebanon, TN, 37087",701 S Cumberland,Lebanon,TN,37087,Wilson,https://locations.hardees.com/tn/lebanon/701-s-cumberland,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/701+S+Cumberland,+Lebanon,+TN,+37087,+USA/",POINT (-86.29561913 36.18858892)
,Hardees 5680 Hwy 11 East,36.43305204,-82.30974189,"5680 Hwy 11 East, Piney Flats, TN, 37686",5680 Hwy 11 East,Piney Flats,TN,37686,Sullivan,https://locations.hardees.com/tn/piney-flats/5680-hwy-11-east,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5680+Hwy+11+East,+Piney+Flats,+TN,+37686,+USA/",POINT (-82.30974189 36.43305204)
,Hardees 633 Asheville Highway,36.14388178,-82.84759589,"633 Asheville Highway, Greeneville, TN, 37743",633 Asheville Highway,Greeneville,TN,37743,Greene,https://locations.hardees.com/tn/greeneville/633-asheville-highway,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/633+Asheville+Highway,+Greeneville,+TN,+37743,+USA/",POINT (-82.84759589 36.14388178)
,Hardees 2105 E Broadway,35.77888678,-83.95194507,"2105 E Broadway, Maryville, TN, 37804",2105 E Broadway,Maryville,TN,37804,Blount,https://locations.hardees.com/tn/maryville/2105-e-broadway,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2105+E+Broadway,+Maryville,+TN,+37804,+USA/",POINT (-83.95194507 35.77888678)
,Hardees 2002 Memorial Blvd,36.49541611,-86.87933637,"2002 Memorial Blvd, Springfield, TN, 37172",2002 Memorial Blvd,Springfield,TN,37172,Robertson,https://locations.hardees.com/tn/springfield/2002-memorial-blvd,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2002+Memorial+Blvd,+Springfield,+TN,+37172,+USA/",POINT (-86.87933637 36.49541611)
,Hardees 107 Buffalo Rd,36.16488226,-84.08350233,"107 Buffalo Rd, Clinton, TN, 37716",107 Buffalo Rd,Clinton,TN,37716,Anderson,https://locations.hardees.com/tn/clinton/107-buffalo-rd,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/107+Buffalo+Rd,+Clinton,+TN,+37716,+USA/",POINT (-84.08350233 36.16488226)
,Hardees 1575 Robert C Jackson Dr,35.75371,-84.01342,"1575 Robert C Jackson Dr, Maryville, TN, 37801",1575 Robert C Jackson Dr,Maryville,TN,37801,Blount,https://locations.hardees.com/tn/maryville/1575-robert-c-jackson-dr,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1575+Robert+C+Jackson+Dr,+Maryville,+TN,+37801,+USA/",POINT (-84.01342 35.75371)
,Hardees 1117 Hampshire Pike,35.61717963,-87.0636619,"1117 Hampshire Pike, Columbia, TN, 38401",1117 Hampshire Pike,Columbia,TN,38401,Maury,https://locations.hardees.com/tn/columbia/1117-hampshire-pike,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1117+Hampshire+Pike,+Columbia,+TN,+38401,+USA/",POINT (-87.0636619 35.61717963)
,Hardees 6013 Shallowford Road,35.05422911,-85.18654514,"6013 Shallowford Road, Chattanooga, TN, 37421",6013 Shallowford Road,Chattanooga,TN,37421,Hamilton,https://locations.hardees.com/tn/chattanooga/6013-shallowford-road,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/6013+Shallowford+Road,+Chattanooga,+TN,+37421,+USA/",POINT (-85.18654514 35.05422911)
,Hardees 220 Browns Ferry Rd,35.02652976,-85.36336099,"220 Browns Ferry Rd, Chattanooga, TN, 37419",220 Browns Ferry Rd,Chattanooga,TN,37419,Hamilton,https://locations.hardees.com/tn/chattanooga/220-browns-ferry-rd,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/220+Browns+Ferry+Rd,+Chattanooga,+TN,+37419,+USA/",POINT (-85.36336099 35.02652976)
,Hardees 400 S Cartwright,36.32254371,-86.70774604,"400 S Cartwright, Goodlettsville, TN, 37072",400 S Cartwright,Goodlettsville,TN,37072,Davidson,https://locations.hardees.com/tn/goodlettsville/400-s-cartwright,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/400+S+Cartwright,+Goodlettsville,+TN,+37072,+USA/",POINT (-86.70774604 36.32254371)
,Hardees 4707 N Roan St,36.39065972,-82.41160156,"4707 N Roan St, Johnson City, TN, 37615",4707 N Roan St,Johnson City,TN,37615,Washington,https://locations.hardees.com/tn/johnson-city/4707-n-roan-st,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4707+N+Roan+St,+Johnson+City,+TN,+37615,+USA/",POINT (-82.41160156 36.39065972)
,Hardees 9201 Lee Highway,35.08490103,-85.06287765,"9201 Lee Highway, Ooltewah, TN, 37363",9201 Lee Highway,Ooltewah,TN,37363,Hamilton,https://locations.hardees.com/tn/ooltewah/9201-lee-highway,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/9201+Lee+Highway,+Ooltewah,+TN,+37363,+USA/",POINT (-85.06287765 35.08490103)
,Hardees 1685 Middle Tennessee Blvd,35.83522435,-86.37405653,"1685 Middle Tennessee Blvd, Murfreesboro, TN, 37130",1685 Middle Tennessee Blvd,Murfreesboro,TN,37130,Rutherford,https://locations.hardees.com/tn/murfreesboro/1685-middle-tennessee-blvd,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1685+Middle+Tennessee+Blvd,+Murfreesboro,+TN,+37130,+USA/",POINT (-86.37405653 35.83522435)
,Hardees 110 Bernham Dr Nw,35.21299221,-84.87022698,"110 Bernham Dr Nw, Cleveland, TN, 37312",110 Bernham Dr Nw,Cleveland,TN,37312,Bradley,https://locations.hardees.com/tn/cleveland/110-bernham-dr-nw,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/110+Bernham+Dr+Nw,+Cleveland,+TN,+37312,+USA/",POINT (-84.87022698 35.21299221)
,Hardees 255 S Lowry St,35.97597217,-86.51244959,"255 S Lowry St, Smyrna, TN, 37167",255 S Lowry St,Smyrna,TN,37167,Rutherford,https://locations.hardees.com/tn/smyrna/255-s-lowry-st,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/255+S+Lowry+St,+Smyrna,+TN,+37167,+USA/",POINT (-86.51244959 35.97597217)
,Hardees 501 Hester Drive,36.4684319,-86.67824441,"501 Hester Drive, White House, TN, 37188",501 Hester Drive,White House,TN,37188,Robertson,https://locations.hardees.com/tn/white-house/501-hester-drive,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/501+Hester+Drive,+White+House,+TN,+37188,+USA/",POINT (-86.67824441 36.4684319)
,Hardees 2050 Highway 70 East,35.67923277,-88.74245862,"2050 Highway 70 East, Jackson, TN, 38305",2050 Highway 70 East,Jackson,TN,38305,Madison,https://locations.hardees.com/tn/jackson/2050-highway-70-east,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2050+Highway+70+East,+Jackson,+TN,+38305,+USA/",POINT (-88.74245862 35.67923277)
,Hardees 5775 Old Hickory Blvd,36.1720214,-86.60228397,"5775 Old Hickory Blvd, Hermitage, TN, 37076",5775 Old Hickory Blvd,Hermitage,TN,37076,Davidson,https://locations.hardees.com/tn/hermitage/5775-old-hickory-blvd,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5775+Old+Hickory+Blvd,+Hermitage,+TN,+37076,+USA/",POINT (-86.60228397 36.1720214)
,Hardees 411 S Broadway St,36.57147922,-86.51330107,"411 S Broadway St, Portland, TN, 37148",411 S Broadway St,Portland,TN,37148,Sumner,https://locations.hardees.com/tn/portland/411-s-broadway-st,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/411+S+Broadway+St,+Portland,+TN,+37148,+USA/",POINT (-86.51330107 36.57147922)
,Hardees 2702 North Roan Street,36.35503434,-82.38213295,"2702 North Roan Street, Johnson City, TN, 37601",2702 North Roan Street,Johnson City,TN,37601,Washington,https://locations.hardees.com/tn/johnson-city/2702-north-roan-street,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2702+North+Roan+Street,+Johnson+City,+TN,+37601,+USA/",POINT (-82.38213295 36.35503434)
,Hardees 609 Campbell Station Rd,35.89458115,-84.17463373,"609 Campbell Station Rd, Farragut, TN, 37934",609 Campbell Station Rd,Farragut,TN,37934,Knox,https://locations.hardees.com/tn/knoxville/609-campbell-station-rd,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/609+Campbell+Station+Rd,+Farragut,+TN,+37934,+USA/",POINT (-84.17463373 35.89458115)
,Hardees 1651 Lauderdale Memorial Hwy,35.2870363,-84.81096903,"1651 Lauderdale Memorial Hwy, Charleston, TN, 37310",1651 Lauderdale Memorial Hwy,Charleston,TN,37310,Bradley,https://locations.hardees.com/tn/charleston/1651-lauderdale-memorial-hwy,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1651+Lauderdale+Memorial+Hwy,+Charleston,+TN,+37310,+USA/",POINT (-84.81096903 35.2870363)
,Hardees 3718 Western Ave,35.97418169,-83.97335292,"3718 Western Ave, Knoxville, TN, 37921",3718 Western Ave,Knoxville,TN,37921,Knox,https://locations.hardees.com/tn/knoxville/3718-western-ave,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3718+Western+Ave,+Knoxville,+TN,+37921,+USA/",POINT (-83.97335292 35.97418169)
,Hardees 4831 Hwy 58,35.09204372,-85.18425996,"4831 Hwy 58, Chattanooga, TN, 37416",4831 Hwy 58,Chattanooga,TN,37416,Hamilton,https://locations.hardees.com/tn/chattanooga/4831-hwy-58,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4831+Hwy+58,+Chattanooga,+TN,+37416,+USA/",POINT (-85.18425996 35.09204372)
,Hardees 7003 City Center Way,35.97353131,-87.12885067,"7003 City Center Way, Fairview, TN, 37062",7003 City Center Way,Fairview,TN,37062,Williamson,https://locations.hardees.com/tn/fairview/7003-city-center-way,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7003+City+Center+Way,+Fairview,+TN,+37062,+USA/",POINT (-87.12885067 35.97353131)
,Hardees 8523 N Us Hwy 51,35.35921031,-89.89355323,"8523 N Us Hwy 51, Millington, TN, 38053",8523 N Us Hwy 51,Millington,TN,38053,Shelby,https://locations.hardees.com/tn/millington/8523-n-us-hwy-51,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/8523+N+Us+Hwy+51,+Millington,+TN,+38053,+USA/",POINT (-89.89355323 35.35921031)
,Hardees 150 N Cedar Bluff Road,35.91378633,-84.08712636,"150 N Cedar Bluff Road, Knoxville, TN, 37923",150 N Cedar Bluff Road,Knoxville,TN,37923,Knox,https://locations.hardees.com/tn/knoxville/150-n-cedar-bluff-road,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/150+N+Cedar+Bluff+Road,+Knoxville,+TN,+37923,+USA/",POINT (-84.08712636 35.91378633)
,Hardees 1315 Murfreesboro Rd,35.91523778,-86.826475,"1315 Murfreesboro Rd, Franklin, TN, 37064",1315 Murfreesboro Rd,Franklin,TN,37064,Williamson,https://locations.hardees.com/tn/franklin/1315-murfreesboro-rd,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1315+Murfreesboro+Rd,+Franklin,+TN,+37064,+USA/",POINT (-86.826475 35.91523778)
,Hardees 1260 Parkway (Us441),35.84341672,-83.57128494,"1260 Parkway (Us441), Sevierville, TN, 37862",1260 Parkway (Us441),Sevierville,TN,37862,Sevier,https://locations.hardees.com/tn/sevierville/1260-parkway-(us441),Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1260+Parkway+(Us441),+Sevierville,+TN,+37862,+USA/",POINT (-83.57128494 35.84341672)
,Hardees 2382 Old Fort Parkway,35.84641985,-86.44152671,"2382 Old Fort Parkway, Murfreesboro, TN, 37128",2382 Old Fort Parkway,Murfreesboro,TN,37128,Rutherford,https://locations.hardees.com/tn/murfreesboro/2382-old-fort-parkway,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2382+Old+Fort+Parkway,+Murfreesboro,+TN,+37128,+USA/",POINT (-86.44152671 35.84641985)
,Hardees 4099 Nolensville Road,36.07991227,-86.72707315,"4099 Nolensville Road, Nashville, TN, 37211",4099 Nolensville Road,Nashville,TN,37211,Davidson,https://locations.hardees.com/tn/nashville/4099-nolensville-road,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4099+Nolensville+Road,+Nashville,+TN,+37211,+USA/",POINT (-86.72707315 36.07991227)
,Hardees 113 Bear Creek Pike,35.63596738,-87.0161466,"113 Bear Creek Pike, Columbia, TN, 38401",113 Bear Creek Pike,Columbia,TN,38401,Maury,https://locations.hardees.com/tn/columbia/113-bear-creek-pike,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/113+Bear+Creek+Pike,+Columbia,+TN,+38401,+USA/",POINT (-87.0161466 35.63596738)
,Hardees 9398 Reco Dr,35.23624839,-85.19711763,"9398 Reco Dr, Soddy Daisy, TN, 37379",9398 Reco Dr,Soddy Daisy,TN,37379,Hamilton,https://locations.hardees.com/tn/soddy-daisy/9398-reco-dr,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/9398+Reco+Dr,+Soddy+Daisy,+TN,+37379,+USA/",POINT (-85.19711763 35.23624839)
,Hardees 6760 Clinton Hwy,36.00749477,-84.02654017,"6760 Clinton Hwy, Knoxville, TN, 37912",6760 Clinton Hwy,Knoxville,TN,37912,Knox,https://locations.hardees.com/tn/knoxville/6760-clinton-hwy,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/6760+Clinton+Hwy,+Knoxville,+TN,+37912,+USA/",POINT (-84.02654017 36.00749477)
,Hardees 2601 Us Highway 411 S,35.71625156,-84.01696382,"2601 Us Highway 411 S, Maryville, TN, 37801",2601 Us Highway 411 S,Maryville,TN,37801,Blount,https://locations.hardees.com/tn/maryville/2601-us-highway-411-s,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2601+Us+Highway+411+S,+Maryville,+TN,+37801,+USA/",POINT (-84.01696382 35.71625156)
,Hardees 210 Clinch Ave,36.09146454,-84.13020246,"210 Clinch Ave, Clinton, TN, 37716",210 Clinch Ave,Clinton,TN,37716,Anderson,https://locations.hardees.com/tn/clinton/210-clinch-ave,Hardees,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/210+Clinch+Ave,+Clinton,+TN,+37716,+USA/",POINT (-84.13020246 36.09146454)
